PROPERTY_ID,COUNTRY,PROVINCE,CITY,PROPERTY_PRICE,BEDROOMS,BATHROOMS,PARKING,FLOOR_SIZE,Monthly_Repayment,Total_Once_off_Costs,Min_Gross_Monthly_Income
4904,South Africa,North West,Hartbeespoort,1339709,4,1,1,93,43744,148048,33435
4905,South Africa,Northern Cape,Kimberley,2587821,4,1,1,181,33338,109586,110412
4906,South Africa,Gauteng,Sandton,4227932,2,1,1,222,25531,82302,101939
4907,South Africa,Western Cape,Sea Point,3304698,1,3,1,121,11569,265788,80733
4908,South Africa,KwaZulu-Natal,Hillcrest,1667108,3,3,2,144,44882,183430,73571
4909,South Africa,Eastern Cape,Gqeberha,1700525,3,2,1,84,12264,287860,131310
4910,South Africa,Free State,Welkom,2339556,2,1,1,70,48177,312478,97572
4911,South Africa,Mpumalanga,Nelspruit,3129023,3,2,2,236,47395,292088,92488
4912,South Africa,Limpopo,Tzaneen,1348512,1,1,2,92,31965,78990,95520
4913,South Africa,North West,Rustenburg,1617442,1,2,1,80,36638,114155,186905
4914,South Africa,Northern Cape,Upington,2495171,2,1,1,210,27283,303176,87510
4915,South Africa,Gauteng,Alberton,1325278,2,1,2,140,45369,343109,114511
4916,South Africa,Western Cape,Cape Town,2780440,1,2,1,226,47174,288602,40214
4917,South Africa,KwaZulu-Natal,Umhlanga,3241219,1,3,2,238,16866,108752,51036
4918,South Africa,Eastern Cape,Gqeberha,1229593,4,3,3,155,50149,182467,96952
4919,South Africa,Free State,Bloemfontein,1344955,1,3,1,191,22688,339437,145820
4920,South Africa,Mpumalanga,White River,2134574,3,2,1,88,24052,295943,87016
4921,South Africa,Limpopo,Polokwane,2370180,4,2,3,186,27900,109501,91283
4922,South Africa,North West,Hartbeespoort,2732582,4,1,2,71,8383,172088,170514
4923,South Africa,Northern Cape,Kimberley,2335183,2,2,3,115,20751,83491,120488
4924,South Africa,Gauteng,Fourways,2476528,2,1,2,100,31670,227926,84734
4925,South Africa,Western Cape,Stellenbosch,6946696,1,3,1,193,30642,199563,145655
4926,South Africa,KwaZulu-Natal,Durban North,3764611,1,3,2,100,16925,57239,115071
4927,South Africa,Eastern Cape,Gqeberha,2195205,2,1,1,205,12272,257227,138657
4928,South Africa,Free State,Welkom,2158014,3,1,2,194,25899,127927,51354
4929,South Africa,Mpumalanga,Nelspruit,3097680,2,1,2,234,22037,96836,78885
4930,South Africa,Limpopo,Tzaneen,1318011,2,3,2,178,20683,187556,78626
4931,South Africa,North West,Rustenburg,3244850,4,1,2,88,29446,324768,124421
4932,South Africa,Northern Cape,Upington,2207642,2,1,3,121,22758,192162,157014
4933,South Africa,Gauteng,Centurion,3671839,4,2,1,148,14150,207482,99715
4934,South Africa,Western Cape,Bellville,5791064,4,1,2,217,13522,200679,165796
4935,South Africa,KwaZulu-Natal,Ballito,1148783,1,2,3,70,9175,114474,156545
4936,South Africa,Eastern Cape,Gqeberha,1987613,4,3,1,174,28889,199961,138707
4937,South Africa,Free State,Bloemfontein,2632776,2,2,1,86,24815,209989,142843
4938,South Africa,Mpumalanga,White River,2965226,2,1,1,149,8590,255014,32022
4939,South Africa,Limpopo,Polokwane,2190683,2,3,1,109,18798,133353,87399
4940,South Africa,North West,Hartbeespoort,2650298,2,1,3,132,24140,81451,52540
4941,South Africa,Northern Cape,Kimberley,1606967,4,2,3,218,8129,316071,166699
4942,South Africa,Gauteng,Midrand,3523705,4,1,2,96,36393,90209,110354
4943,South Africa,Western Cape,Claremont,7157517,3,1,2,217,52591,80225,184850
4944,South Africa,KwaZulu-Natal,Hillcrest,4447170,3,3,1,207,21798,143769,160042
4945,South Africa,Eastern Cape,Gqeberha,1303222,1,2,2,84,51982,338985,152789
4946,South Africa,Free State,Welkom,1487790,2,3,3,88,25486,104548,36560
4947,South Africa,Mpumalanga,Nelspruit,2183520,1,2,1,118,8051,103678,69689
4948,South Africa,Limpopo,Tzaneen,1056548,4,2,2,175,39343,312601,77605
4949,South Africa,North West,Rustenburg,2361252,4,3,2,141,28654,75663,88788
4950,South Africa,Northern Cape,Upington,1300983,2,3,1,184,47643,106658,34989
4951,South Africa,Gauteng,Sandton,3443157,1,2,2,107,19831,225081,51163
4952,South Africa,Western Cape,Sea Point,3647909,4,3,1,203,51085,335995,88502
4953,South Africa,KwaZulu-Natal,Umhlanga,4008961,4,3,1,197,47052,143461,114884
4954,South Africa,Eastern Cape,Gqeberha,3430388,4,3,1,144,40191,210721,160975
4955,South Africa,Free State,Bloemfontein,2579004,2,3,1,183,52820,292497,189181
4956,South Africa,Mpumalanga,White River,2775618,3,2,2,120,38905,231386,175029
4957,South Africa,Limpopo,Polokwane,2231173,3,3,2,133,10794,109406,130054
4958,South Africa,North West,Hartbeespoort,3575575,4,3,3,234,34245,153910,50331
4959,South Africa,Northern Cape,Kimberley,2317624,2,3,2,199,37574,100142,95190
4960,South Africa,Gauteng,Alberton,1067314,1,3,1,157,49366,178664,186507
4961,South Africa,Western Cape,Cape Town,3485122,4,3,3,70,18870,347346,121886
4962,South Africa,KwaZulu-Natal,Durban North,2384090,2,1,1,203,48614,293598,122328
4963,South Africa,Eastern Cape,Gqeberha,3101607,4,1,3,65,22129,60190,75977
4964,South Africa,Free State,Welkom,2218880,4,3,1,135,24706,110304,85631
4965,South Africa,Mpumalanga,Nelspruit,1598692,2,1,3,86,44019,167039,126707
4966,South Africa,Limpopo,Tzaneen,2926775,2,1,1,147,42893,340170,108974
4967,South Africa,North West,Rustenburg,3375010,4,1,1,75,35977,238359,176575
4968,South Africa,Northern Cape,Upington,2464694,3,1,2,235,24574,232365,95450
4969,South Africa,Gauteng,Fourways,1431904,1,3,1,169,18749,156713,156681
4970,South Africa,Western Cape,Stellenbosch,5315669,3,1,2,201,16636,236389,99189
4971,South Africa,KwaZulu-Natal,Ballito,4138210,2,2,2,68,22126,195769,64903
4972,South Africa,Eastern Cape,Gqeberha,1566773,1,2,1,217,51713,178465,186549
4973,South Africa,Free State,Bloemfontein,1899627,1,1,3,165,12780,79275,55921
4974,South Africa,Mpumalanga,White River,2795537,4,3,1,201,39406,87090,70905
4975,South Africa,Limpopo,Polokwane,2891381,3,1,3,179,38045,105088,183598
4976,South Africa,North West,Hartbeespoort,928116,2,3,3,206,13809,172903,104144
4977,South Africa,Northern Cape,Kimberley,1234370,2,3,1,198,41679,113390,167846
4978,South Africa,Gauteng,Centurion,2872643,1,1,3,150,18122,184128,40060
4979,South Africa,Western Cape,Bellville,4224659,3,2,3,69,36253,224074,115614
4980,South Africa,KwaZulu-Natal,Hillcrest,4302629,3,3,3,196,25618,227264,151527
4981,South Africa,Eastern Cape,Gqeberha,1369385,2,1,3,193,39804,231311,58927
4982,South Africa,Free State,Welkom,2281728,3,2,3,81,39962,94559,154540
4983,South Africa,Mpumalanga,Nelspruit,2422138,1,3,2,120,20496,236807,31297
4984,South Africa,Limpopo,Tzaneen,2867337,2,3,2,136,32962,106751,166381
4985,South Africa,North West,Rustenburg,3173724,4,3,2,116,49523,311938,156378
4986,South Africa,Northern Cape,Upington,981379,4,2,1,85,19903,273433,49035
4987,South Africa,Gauteng,Midrand,2479753,1,1,2,225,11668,343555,188334
4988,South Africa,Western Cape,Claremont,6030703,3,1,1,151,16812,245509,177940
4989,South Africa,KwaZulu-Natal,Umhlanga,1076256,2,3,2,120,10842,269418,164657
4990,South Africa,Eastern Cape,Gqeberha,1672376,1,2,2,210,10641,174904,32062
4991,South Africa,Free State,Bloemfontein,1735987,2,2,2,189,13689,55168,60039
4992,South Africa,Mpumalanga,White River,1270539,2,1,3,211,41241,318116,70961
4993,South Africa,Limpopo,Polokwane,2379017,1,3,2,135,32324,136893,32184
4994,South Africa,North West,Hartbeespoort,1400242,4,3,3,237,50791,234357,154175
4995,South Africa,Northern Cape,Kimberley,1560381,2,1,3,76,27418,200423,150777
4996,South Africa,Gauteng,Sandton,4347831,2,1,1,94,18767,335688,105893
4997,South Africa,Western Cape,Sea Point,3698439,2,2,1,115,47148,154025,170167
4998,South Africa,KwaZulu-Natal,Durban North,2633802,1,2,3,171,38079,331601,90172
4999,South Africa,Eastern Cape,Gqeberha,2165712,1,1,3,187,31895,332675,71707
5000,South Africa,Free State,Welkom,1376249,4,1,2,95,18048,258589,66306
5001,South Africa,Mpumalanga,Nelspruit,2933631,2,3,1,220,49059,142703,42667
5002,South Africa,Limpopo,Tzaneen,2871835,1,3,3,109,40867,260446,91597
5003,South Africa,North West,Rustenburg,1649687,2,3,1,219,11813,109708,109266
5004,South Africa,Northern Cape,Upington,985639,4,2,3,149,10909,283932,63436
5005,South Africa,Gauteng,Alberton,4699091,3,2,1,225,32691,100966,84972
5006,South Africa,Western Cape,Cape Town,6113269,3,3,2,66,38254,247554,143310
5007,South Africa,KwaZulu-Natal,Ballito,2074171,3,1,2,144,41957,152080,77135
5008,South Africa,Eastern Cape,Gqeberha,3270872,4,3,3,118,30087,61703,40766
5009,South Africa,Free State,Bloemfontein,1894846,1,2,2,141,13033,57528,123017
5010,South Africa,Mpumalanga,White River,1587463,2,2,3,107,49766,210829,70602
5011,South Africa,Limpopo,Polokwane,2938523,1,1,2,121,32461,95085,130260
5012,South Africa,North West,Hartbeespoort,2950510,3,3,3,169,36177,81408,156117
5013,South Africa,Northern Cape,Kimberley,1200679,3,2,2,141,19750,172961,61889
5014,South Africa,Gauteng,Fourways,3276105,2,1,1,207,10175,63788,44145
5015,South Africa,Western Cape,Stellenbosch,5661671,2,2,3,122,8984,64274,149218
5016,South Africa,KwaZulu-Natal,Hillcrest,1954381,4,3,2,140,32583,172663,68890
5017,South Africa,Eastern Cape,Gqeberha,3109573,2,3,2,197,40742,237205,147763
5018,South Africa,Free State,Welkom,2106425,1,1,1,152,30126,114055,151526
5019,South Africa,Mpumalanga,Nelspruit,2866328,1,1,2,134,50690,87103,35356
5020,South Africa,Limpopo,Tzaneen,1711465,2,2,3,125,15620,210737,158254
5021,South Africa,North West,Rustenburg,1088483,1,2,1,199,52242,224699,31128
5022,South Africa,Northern Cape,Upington,1242551,1,1,3,111,41836,272048,59946
5023,South Africa,Gauteng,Centurion,1120146,3,3,1,87,44424,306381,79464
5024,South Africa,Western Cape,Bellville,6424807,3,2,2,95,24935,283069,136755
5025,South Africa,KwaZulu-Natal,Umhlanga,957524,2,3,3,222,39751,274392,158148
5026,South Africa,Eastern Cape,Gqeberha,3165458,2,2,1,104,41639,193498,80202
5027,South Africa,Free State,Bloemfontein,1761289,2,3,2,230,22745,317100,179684
5028,South Africa,Mpumalanga,White River,1394026,3,3,3,147,36698,133982,123031
5029,South Africa,Limpopo,Polokwane,963776,1,2,3,147,40291,299708,131874
5030,South Africa,North West,Hartbeespoort,1030494,4,1,3,159,49482,64913,143550
5031,South Africa,Northern Cape,Kimberley,1042971,1,3,3,159,18193,185036,90329
5032,South Africa,Gauteng,Midrand,5322089,4,1,1,215,13334,250451,119051
5033,South Africa,Western Cape,Claremont,2240254,3,1,3,70,35953,349461,38423
5034,South Africa,KwaZulu-Natal,Durban North,1118449,4,2,3,185,40535,236088,156944
5035,South Africa,Eastern Cape,Gqeberha,2238977,2,1,1,239,51097,332662,154080
5036,South Africa,Free State,Welkom,1086371,2,1,3,233,48755,343998,61838
5037,South Africa,Mpumalanga,Nelspruit,1496275,2,2,2,119,36749,228370,69194
5038,South Africa,Limpopo,Tzaneen,2574502,2,2,1,99,12963,81900,65613
5039,South Africa,North West,Rustenburg,974591,1,2,1,76,42073,274048,183415
5040,South Africa,Northern Cape,Upington,1442054,2,2,1,173,12241,124725,172393
5041,South Africa,Gauteng,Sandton,1489104,4,3,3,89,16667,145403,91907
5042,South Africa,Western Cape,Sea Point,3448133,3,3,1,156,19335,242188,94341
5043,South Africa,KwaZulu-Natal,Ballito,1623720,2,3,3,135,52257,239121,104774
5044,South Africa,Eastern Cape,Gqeberha,1793681,1,1,3,197,17628,109904,129453
5045,South Africa,Free State,Bloemfontein,1116909,2,2,1,132,50420,220675,118085
5046,South Africa,Mpumalanga,White River,2184649,2,3,2,102,40106,59787,51243
5047,South Africa,Limpopo,Polokwane,2058468,1,3,3,123,27628,341232,45633
5048,South Africa,North West,Hartbeespoort,2010152,3,3,1,139,25774,152708,167600
5049,South Africa,Northern Cape,Kimberley,2321315,1,3,2,129,18020,191161,43060
5050,South Africa,Gauteng,Alberton,4591104,4,3,3,157,40934,154878,113122
5051,South Africa,Western Cape,Cape Town,1833667,1,3,2,107,52034,123315,145879
5052,South Africa,KwaZulu-Natal,Hillcrest,4073253,4,1,2,146,39720,121057,182431
5053,South Africa,Eastern Cape,Gqeberha,2960932,2,2,1,124,41949,119059,183298
5054,South Africa,Free State,Welkom,1118733,1,1,3,146,9552,275286,38673
5055,South Africa,Mpumalanga,Nelspruit,2850892,2,2,3,77,49244,186758,124678
5056,South Africa,Limpopo,Tzaneen,1730096,1,2,1,105,49911,170532,31892
5057,South Africa,North West,Rustenburg,3051340,4,1,1,76,28266,343763,166471
5058,South Africa,Northern Cape,Upington,1467614,1,2,2,82,12074,284586,54737
5059,South Africa,Gauteng,Fourways,3774537,4,3,3,100,11333,333109,162497
5060,South Africa,Western Cape,Stellenbosch,5634377,2,1,3,175,21818,214852,139545
5061,South Africa,KwaZulu-Natal,Umhlanga,2442173,1,3,2,221,22715,116248,164369
5062,South Africa,Eastern Cape,Gqeberha,2477059,1,1,3,125,48288,66874,158690
5063,South Africa,Free State,Bloemfontein,1924477,2,2,2,172,26917,169210,149962
5064,South Africa,Mpumalanga,White River,2577512,1,1,3,184,23010,134949,79291
5065,South Africa,Limpopo,Polokwane,2323300,4,3,3,135,21172,301826,115790
5066,South Africa,North West,Hartbeespoort,3415079,1,1,2,77,26008,238067,133523
5067,South Africa,Northern Cape,Kimberley,2448328,2,3,1,142,19157,336518,164928
5068,South Africa,Gauteng,Centurion,1147584,1,3,1,164,48855,169211,115343
5069,South Africa,Western Cape,Bellville,2255802,3,2,1,127,28072,222693,187580
5070,South Africa,KwaZulu-Natal,Durban North,1742015,1,2,3,186,27043,174749,94517
5071,South Africa,Eastern Cape,Gqeberha,1430971,1,3,3,155,37876,189362,120681
5072,South Africa,Free State,Welkom,1236350,1,1,3,81,20572,221264,90570
5073,South Africa,Mpumalanga,Nelspruit,3119654,2,2,2,176,15506,74692,142525
5074,South Africa,Limpopo,Tzaneen,2818067,2,3,1,105,8417,172734,65204
5075,South Africa,North West,Rustenburg,2406570,4,1,3,197,50111,197359,123586
5076,South Africa,Northern Cape,Upington,2579041,3,3,1,66,13563,293059,100949
5077,South Africa,Gauteng,Midrand,2501348,2,2,1,214,46818,326136,149144
5078,South Africa,Western Cape,Claremont,3721259,3,3,3,101,48275,257885,79084
5079,South Africa,KwaZulu-Natal,Ballito,1704741,1,1,2,238,30905,84565,159100
5080,South Africa,Eastern Cape,Gqeberha,2873615,1,3,3,95,36948,90308,154343
5081,South Africa,Free State,Bloemfontein,2727954,1,1,3,137,26158,114879,67187
5082,South Africa,Mpumalanga,White River,1299777,1,2,1,104,32894,347051,94481
5083,South Africa,Limpopo,Polokwane,991449,3,3,3,121,48494,297582,139355
5084,South Africa,North West,Hartbeespoort,3525032,4,3,1,146,15210,245258,124677
5085,South Africa,Northern Cape,Kimberley,2036995,3,1,1,228,47685,204919,79431
5086,South Africa,Gauteng,Sandton,5340224,1,2,2,125,14839,270607,49934
5087,South Africa,Western Cape,Sea Point,3868439,4,2,3,166,21930,257604,146657
5088,South Africa,KwaZulu-Natal,Hillcrest,2478662,4,3,2,94,35992,158780,169948
5089,South Africa,Eastern Cape,Gqeberha,985370,1,2,1,147,20331,316241,60063
5090,South Africa,Free State,Welkom,1706636,4,2,1,189,48112,236163,182914
5091,South Africa,Mpumalanga,Nelspruit,1298377,2,2,3,174,31919,179594,128333
5092,South Africa,Limpopo,Tzaneen,2850564,1,2,2,166,42726,50235,157152
5093,South Africa,North West,Rustenburg,1341830,4,1,1,122,43374,73324,158746
5094,South Africa,Northern Cape,Upington,1766004,3,3,2,204,41424,226433,94163
5095,South Africa,Gauteng,Alberton,2443786,4,1,1,82,42169,295286,47801
5096,South Africa,Western Cape,Cape Town,1277244,3,2,3,233,42885,269435,84053
5097,South Africa,KwaZulu-Natal,Umhlanga,1354677,2,3,2,63,32967,60834,166461
5098,South Africa,Eastern Cape,Gqeberha,1666698,1,2,3,182,41946,256482,90794
5099,South Africa,Free State,Bloemfontein,1368895,4,2,3,145,50401,212683,31324
5100,South Africa,Mpumalanga,White River,2125393,2,1,3,72,26984,199435,143411
5101,South Africa,Limpopo,Polokwane,2939319,3,1,1,101,49968,188766,94394
5102,South Africa,North West,Hartbeespoort,1781515,2,1,1,214,41461,279632,161222
5103,South Africa,Northern Cape,Kimberley,1901442,2,2,1,185,15267,268594,176731
5104,South Africa,Gauteng,Fourways,3059821,3,1,2,92,33195,344247,101644
5105,South Africa,Western Cape,Stellenbosch,1642330,1,1,3,130,37176,235509,51319
5106,South Africa,KwaZulu-Natal,Durban North,1130539,2,2,3,106,41877,298311,107830
5107,South Africa,Eastern Cape,Gqeberha,2592955,2,2,2,138,42377,126194,85492
5108,South Africa,Free State,Welkom,1870747,3,1,3,86,15716,203724,93077
5109,South Africa,Mpumalanga,Nelspruit,1116150,3,2,1,222,45434,294121,79809
5110,South Africa,Limpopo,Tzaneen,2695964,2,3,3,186,25137,113262,150541
5111,South Africa,North West,Rustenburg,3390410,4,1,3,164,44392,322333,104481
5112,South Africa,Northern Cape,Upington,1339415,3,3,3,125,12853,86796,135533
5113,South Africa,Gauteng,Centurion,3894287,1,3,3,162,11235,214687,168378
5114,South Africa,Western Cape,Bellville,4353548,4,1,2,61,25801,340604,118141
5115,South Africa,KwaZulu-Natal,Ballito,1496012,4,2,1,208,20176,314024,31190
5116,South Africa,Eastern Cape,Gqeberha,2485765,2,1,1,83,30891,131438,47067
5117,South Africa,Free State,Bloemfontein,1743659,1,3,3,204,23838,58663,52045
5118,South Africa,Mpumalanga,White River,1574857,4,3,1,86,36003,129033,111317
5119,South Africa,Limpopo,Polokwane,2855534,3,3,1,179,33085,347667,182840
5120,South Africa,North West,Hartbeespoort,982659,1,3,1,192,34657,337035,46524
5121,South Africa,Northern Cape,Kimberley,2544552,1,2,1,236,15442,178952,129235
5122,South Africa,Gauteng,Midrand,3448475,2,2,3,87,22533,128284,43694
5123,South Africa,Western Cape,Claremont,1489872,4,1,2,166,11703,231084,52265
5124,South Africa,KwaZulu-Natal,Hillcrest,2939237,3,1,2,152,20460,105180,89368
5125,South Africa,Eastern Cape,Gqeberha,1597108,4,1,3,214,35841,155460,162002
5126,South Africa,Free State,Welkom,1712318,4,3,2,238,39079,176803,64739
5127,South Africa,Mpumalanga,Nelspruit,1786320,3,3,3,128,22913,177934,133996
5128,South Africa,Limpopo,Tzaneen,1665864,4,2,2,90,47370,251353,47813
5129,South Africa,North West,Rustenburg,2925838,1,1,3,137,15470,149287,57915
5130,South Africa,Northern Cape,Upington,2078265,2,2,1,197,36355,296329,178451
5131,South Africa,Gauteng,Sandton,5311902,2,1,2,67,16613,92590,52320
5132,South Africa,Western Cape,Sea Point,2497824,1,3,3,108,29391,312281,169618
5133,South Africa,KwaZulu-Natal,Umhlanga,2000997,4,3,3,119,27081,228409,96095
5134,South Africa,Eastern Cape,Gqeberha,2466482,4,2,1,154,49807,267188,75494
5135,South Africa,Free State,Bloemfontein,1851452,2,1,1,216,51010,131886,76321
5136,South Africa,Mpumalanga,White River,1945687,2,2,2,164,42060,315165,52395
5137,South Africa,Limpopo,Polokwane,1282829,3,1,1,167,42373,101329,88323
5138,South Africa,North West,Hartbeespoort,1066750,3,1,2,114,48390,255375,123985
5139,South Africa,Northern Cape,Kimberley,970592,3,3,3,213,31261,342976,47057
5140,South Africa,Gauteng,Alberton,1084000,3,1,2,134,29939,53150,183328
5141,South Africa,Western Cape,Cape Town,3727429,2,1,1,92,31415,252180,169843
5142,South Africa,KwaZulu-Natal,Durban North,1172137,4,3,2,171,8043,196291,129540
5143,South Africa,Eastern Cape,Gqeberha,1229653,1,1,3,63,33615,90943,180164
5144,South Africa,Free State,Welkom,1960178,2,2,2,200,49935,181114,88501
5145,South Africa,Mpumalanga,Nelspruit,1087069,1,3,3,235,34166,253104,145552
5146,South Africa,Limpopo,Tzaneen,1416510,1,3,3,117,51871,285637,59616
5147,South Africa,North West,Rustenburg,2140894,4,1,3,172,9423,102086,150279
5148,South Africa,Northern Cape,Upington,2488197,4,1,3,185,20550,275628,91808
5149,South Africa,Gauteng,Fourways,1558092,1,3,3,60,15618,192774,102257
5150,South Africa,Western Cape,Stellenbosch,1947996,2,1,1,142,43720,309808,48265
5151,South Africa,KwaZulu-Natal,Ballito,1449792,1,2,3,139,8328,226624,141444
5152,South Africa,Eastern Cape,Gqeberha,2425326,4,1,1,146,9133,234229,183848
5153,South Africa,Free State,Bloemfontein,1121604,3,2,3,124,44282,154222,150401
5154,South Africa,Mpumalanga,White River,1473607,4,3,3,233,20173,274661,154494
5155,South Africa,Limpopo,Polokwane,1514635,4,1,3,91,15482,97000,81621
5156,South Africa,North West,Hartbeespoort,2910293,2,1,2,79,42586,187051,162888
5157,South Africa,Northern Cape,Kimberley,1518629,1,3,3,226,25930,70158,46934
5158,South Africa,Gauteng,Centurion,2552457,1,3,2,233,49108,315702,155332
5159,South Africa,Western Cape,Bellville,2021248,1,3,2,186,17501,116433,92066
5160,South Africa,KwaZulu-Natal,Hillcrest,4454886,3,1,3,140,48757,196280,116492
5161,South Africa,Eastern Cape,Gqeberha,2233640,3,2,3,145,23945,207039,107220
5162,South Africa,Free State,Welkom,1363953,3,3,2,117,22460,172558,178091
5163,South Africa,Mpumalanga,Nelspruit,2707561,3,3,2,167,17543,329457,132220
5164,South Africa,Limpopo,Tzaneen,894036,3,2,2,116,52919,83367,133305
5165,South Africa,North West,Rustenburg,2047017,4,3,2,227,48167,61642,133098
5166,South Africa,Northern Cape,Upington,992867,2,2,1,114,49698,79826,123999
5167,South Africa,Gauteng,Midrand,1535503,2,1,2,96,51062,341784,73651
5168,South Africa,Western Cape,Claremont,1272641,4,1,3,207,33420,231034,34836
5169,South Africa,KwaZulu-Natal,Umhlanga,2773217,3,2,1,217,12872,106937,152428
5170,South Africa,Eastern Cape,Gqeberha,1187283,4,3,2,77,19525,188488,57535
5171,South Africa,Free State,Bloemfontein,1610592,4,2,2,150,43063,197390,115831
5172,South Africa,Mpumalanga,White River,2428232,4,3,2,208,9468,334991,58145
5173,South Africa,Limpopo,Polokwane,1433117,1,3,1,202,21619,231473,95474
5174,South Africa,North West,Hartbeespoort,1241180,2,3,1,213,31103,69040,128329
5175,South Africa,Northern Cape,Kimberley,2352086,4,1,3,61,35306,240201,79785
5176,South Africa,Gauteng,Sandton,4549243,3,3,2,163,35741,218621,46674
5177,South Africa,Western Cape,Sea Point,5678022,4,2,1,172,17653,186504,48522
5178,South Africa,KwaZulu-Natal,Durban North,3347934,3,3,1,79,28291,86207,117421
5179,South Africa,Eastern Cape,Gqeberha,2959458,3,1,1,105,14984,139235,51823
5180,South Africa,Free State,Welkom,1428110,1,2,3,74,50046,234728,144520
5181,South Africa,Mpumalanga,Nelspruit,874042,2,1,2,150,32550,98273,73171
5182,South Africa,Limpopo,Tzaneen,1258302,4,2,2,234,35859,185707,55919
5183,South Africa,North West,Rustenburg,3619899,2,3,2,99,19919,347563,37885
5184,South Africa,Northern Cape,Upington,1463712,3,2,1,181,25461,226926,61851
5185,South Africa,Gauteng,Alberton,5193699,4,3,2,170,18664,247423,106791
5186,South Africa,Western Cape,Cape Town,4560879,4,2,1,108,25251,283698,65170
5187,South Africa,KwaZulu-Natal,Ballito,3985609,4,2,2,91,17691,257256,35632
5188,South Africa,Eastern Cape,Gqeberha,1785783,2,3,2,143,21504,193659,66867
5189,South Africa,Free State,Bloemfontein,2207719,4,3,1,216,32470,86029,126743
5190,South Africa,Mpumalanga,White River,3009932,1,1,1,134,25628,235351,156902
5191,South Africa,Limpopo,Polokwane,2615520,1,2,3,164,23924,327810,184329
5192,South Africa,North West,Hartbeespoort,2798010,2,1,2,75,50414,118680,106212
5193,South Africa,Northern Cape,Kimberley,2342017,4,3,3,109,27954,234311,123740
5194,South Africa,Gauteng,Fourways,2591888,1,2,2,178,51752,301272,146822
5195,South Africa,Western Cape,Stellenbosch,4096434,4,2,1,238,23732,79819,179698
5196,South Africa,KwaZulu-Natal,Hillcrest,2591599,3,3,2,135,17272,269206,111294
5197,South Africa,Eastern Cape,Gqeberha,972019,3,1,3,226,50364,62908,145508
5198,South Africa,Free State,Welkom,1221852,4,1,2,160,9771,301774,50280
5199,South Africa,Mpumalanga,Nelspruit,2615317,4,3,1,180,50807,278747,67294
5200,South Africa,Limpopo,Tzaneen,1029001,4,3,1,132,46972,222921,183369
5201,South Africa,North West,Rustenburg,1534494,3,1,1,189,46988,81175,44397
5202,South Africa,Northern Cape,Upington,1879870,1,1,1,213,21758,55600,93178
5203,South Africa,Gauteng,Centurion,4698189,3,1,2,133,10324,252795,187612
5204,South Africa,Western Cape,Bellville,1443731,4,1,3,108,52279,214486,50409
5205,South Africa,KwaZulu-Natal,Umhlanga,3701623,2,3,2,88,28379,288947,131101
5206,South Africa,Eastern Cape,Gqeberha,3266826,1,3,2,200,12116,132793,104536
5207,South Africa,Free State,Bloemfontein,2338591,2,1,2,96,13618,142525,98914
5208,South Africa,Mpumalanga,White River,1510187,3,2,3,176,25907,151515,41031
5209,South Africa,Limpopo,Polokwane,946143,1,1,1,99,24611,65629,92790
5210,South Africa,North West,Hartbeespoort,994771,1,2,3,62,51341,277454,174364
5211,South Africa,Northern Cape,Kimberley,1870332,2,1,3,101,33362,348858,71865
5212,South Africa,Gauteng,Midrand,1858923,2,3,2,64,21842,114182,70013
5213,South Africa,Western Cape,Claremont,3848111,2,3,3,207,37836,338359,180168
5214,South Africa,KwaZulu-Natal,Durban North,2670908,2,1,1,163,39531,341668,74523
5215,South Africa,Eastern Cape,Gqeberha,1510673,1,3,2,146,10520,275729,40107
5216,South Africa,Free State,Welkom,2567534,3,2,2,227,32472,78950,46151
5217,South Africa,Mpumalanga,Nelspruit,961362,2,2,2,115,41611,166035,134399
5218,South Africa,Limpopo,Tzaneen,2189527,4,1,2,78,26632,276366,92018
5219,South Africa,North West,Rustenburg,2886503,1,1,2,100,48134,140446,112214
5220,South Africa,Northern Cape,Upington,2623326,2,3,3,215,30038,127004,104291
5221,South Africa,Gauteng,Sandton,5220602,4,3,2,76,27195,211307,153465
5222,South Africa,Western Cape,Sea Point,3530990,3,1,1,65,41274,200025,100737
5223,South Africa,KwaZulu-Natal,Ballito,1323288,3,1,2,160,46831,239400,115162
5224,South Africa,Eastern Cape,Gqeberha,3212854,2,3,1,77,11446,172231,185586
5225,South Africa,Free State,Bloemfontein,1842812,4,1,1,99,21154,281233,119217
5226,South Africa,Mpumalanga,White River,2738007,2,2,3,153,48950,305436,106819
5227,South Africa,Limpopo,Polokwane,2609814,1,1,3,84,29027,164506,140761
5228,South Africa,North West,Hartbeespoort,2589122,1,1,2,216,9561,66794,149742
5229,South Africa,Northern Cape,Kimberley,1804470,1,3,1,220,11311,129282,46828
5230,South Africa,Gauteng,Alberton,3636281,2,3,3,61,42853,124117,176989
5231,South Africa,Western Cape,Cape Town,1625292,2,3,1,213,44431,277642,82260
5232,South Africa,KwaZulu-Natal,Hillcrest,3183647,2,1,2,101,29945,267597,156853
5233,South Africa,Eastern Cape,Gqeberha,3228525,3,2,1,184,51472,194740,82006
5234,South Africa,Free State,Welkom,2450741,3,3,1,120,18862,276692,68689
5235,South Africa,Mpumalanga,Nelspruit,1039073,4,2,1,166,24245,327848,186013
5236,South Africa,Limpopo,Tzaneen,1209281,2,3,2,222,12571,57676,61611
